unique_student,clip_sequence,clip,AverageattemptCount,AveragebottomHint,AverageconsecutiveErrorsInRow,Averagecorrect,AverageendsWithAutoScaffolding,AverageendsWithScaffolding,AveragefrIsHelpRequest,AveragefrIsHelpRequestScaffolding,AveragefrPast5HelpRequest,AveragefrPast5WrongCount,AveragefrPast8HelpRequest,AveragefrPast8WrongCount,AveragefrTimeTakenOnScaffolding,AveragefrTotalSkillOpportunitiesScaffolding,AveragefrWorkingInSchool,AveragehelpAccessUnder10Sec,AveragehelpAccessUnder1Sec,AveragehelpAccessUnder2Sec,AveragehelpAccessUnder5Sec,AveragehelpOnFirstAttemptAndTimeLess2Sec,Averagehint,AveragehintCount,AveragehintTotal,Averageoriginal,Averagepast8BottomOut,AveragepercentCorrectPerSkill,AverageprevHintThisWrong,AverageresponseIsChosen,AverageresponseIsFillIn,Averagescaffold,AveragestlHintUsed,AveragesumHelp,AveragesumofRightPerSkill,AveragesumRight,AveragesumSameSkillWrongonFirstAttempt,AveragesumTime3SDWhen3RowRight,AveragesumTime5SDWhen5RowRight,AveragesumTimePerSkill,AveragetimeGreater10AndPrevActionWrong,AveragetimeGreater10SecAndNextActionRight,AveragetimeGreater10SecPrevActionHelpOrBug,AveragetimeGreater5Secprev2wrong,AveragetimeSinceSkill,AveragetimeTaken,AveragetotalFrAttempted,AveragetotalFrPastWrongCount,AveragetotalFrPercentPastWrong,AveragetotalFrSkillOpportunities,AveragetotalFrSkillOpportunitiesByScaffolding,AveragetotalFrTimeOnSkill,AveragetotalTimeByPercentCorrectForskill,MaxattemptCount,MaxbottomHint,MaxconsecutiveErrorsInRow,Maxcorrect,MaxendsWithAutoScaffolding,MaxendsWithScaffolding,MaxfrIsHelpRequest,MaxfrIsHelpRequestScaffolding,MaxfrPast5HelpRequest,MaxfrPast5WrongCount,MaxfrPast8HelpRequest,MaxfrPast8WrongCount,MaxfrTimeTakenOnScaffolding,MaxfrTotalSkillOpportunitiesScaffolding,MaxfrWorkingInSchool,MaxhelpAccessUnder10Sec,MaxhelpAccessUnder1Sec,MaxhelpAccessUnder2Sec,MaxhelpAccessUnder5Sec,MaxhelpOnFirstAttemptAndTimeLess2Sec,Maxhint,MaxhintCount,MaxhintTotal,Maxoriginal,Maxpast8BottomOut,MaxpercentCorrectPerSkill,MaxprevHintThisWrong,MaxresponseIsChosen,MaxresponseIsFillIn,Maxscaffold,MaxstlHintUsed,MaxsumHelp,MaxsumofRightPerSkill,MaxsumRight,MaxsumSameSkillWrongonFirstAttempt,MaxsumTime3SDWhen3RowRight,MaxsumTime5SDWhen5RowRight,MaxsumTimePerSkill,MaxtimeGreater10AndPrevActionWrong,MaxtimeGreater10SecAndNextActionRight,MaxtimeGreater10SecPrevActionHelpOrBug,MaxtimeGreater5Secprev2wrong,MaxtimeSinceSkill,MaxtimeTaken,MaxtotalFrAttempted,MaxtotalFrPastWrongCount,MaxtotalFrPercentPastWrong,MaxtotalFrSkillOpportunities,MaxtotalFrSkillOpportunitiesByScaffolding,MaxtotalFrTimeOnSkill,MaxtotalTimeByPercentCorrectForskill,MinattemptCount,MinbottomHint,MinconsecutiveErrorsInRow,Mincorrect,MinendsWithAutoScaffolding,MinendsWithScaffolding,MinfrIsHelpRequest,MinfrIsHelpRequestScaffolding,MinfrPast5HelpRequest,MinfrPast5WrongCount,MinfrPast8HelpRequest,MinfrPast8WrongCount,MinfrTimeTakenOnScaffolding,MinfrTotalSkillOpportunitiesScaffolding,MinfrWorkingInSchool,MinhelpAccessUnder10Sec,MinhelpAccessUnder1Sec,MinhelpAccessUnder2Sec,MinhelpAccessUnder5Sec,MinhelpOnFirstAttemptAndTimeLess2Sec,Minhint,MinhintCount,MinhintTotal,Minoriginal,Minpast8BottomOut,MinpercentCorrectPerSkill,MinprevHintThisWrong,MinresponseIsChosen,MinresponseIsFillIn,Minscaffold,MinstlHintUsed,MinsumHelp,MinsumofRightPerSkill,MinsumRight,MinsumSameSkillWrongonFirstAttempt,MinsumTime3SDWhen3RowRight,MinsumTime5SDWhen5RowRight,MinsumTimePerSkill,MintimeGreater10AndPrevActionWrong,MintimeGreater10SecAndNextActionRight,MintimeGreater10SecPrevActionHelpOrBug,MintimeGreater5Secprev2wrong,MintimeSinceSkill,MintimeTaken,MintotalFrAttempted,MintotalFrPastWrongCount,MintotalFrPercentPastWrong,MintotalFrSkillOpportunities,MintotalFrSkillOpportunitiesByScaffolding,MintotalFrTimeOnSkill,MintotalTimeByPercentCorrectForskill,SumattemptCount,SumbottomHint,SumconsecutiveErrorsInRow,Sumcorrect,SumendsWithAutoScaffolding,SumendsWithScaffolding,SumfrIsHelpRequest,SumfrIsHelpRequestScaffolding,SumfrPast5HelpRequest,SumfrPast5WrongCount,SumfrPast8HelpRequest,SumfrPast8WrongCount,SumfrTimeTakenOnScaffolding,SumfrTotalSkillOpportunitiesScaffolding,SumfrWorkingInSchool,SumhelpAccessUnder10Sec,SumhelpAccessUnder1Sec,SumhelpAccessUnder2Sec,SumhelpAccessUnder5Sec,SumhelpOnFirstAttemptAndTimeLess2Sec,Sumhint,SumhintCount,SumhintTotal,Sumoriginal,Sumpast8BottomOut,SumpercentCorrectPerSkill,SumprevHintThisWrong,SumresponseIsChosen,SumresponseIsFillIn,Sumscaffold,SumstlHintUsed,SumsumHelp,SumsumofRightPerSkill,SumsumRight,SumsumSameSkillWrongonFirstAttempt,SumsumTime3SDWhen3RowRight,SumsumTime5SDWhen5RowRight,SumsumTimePerSkill,SumtimeGreater10AndPrevActionWrong,SumtimeGreater10SecAndNextActionRight,SumtimeGreater10SecPrevActionHelpOrBug,SumtimeGreater5Secprev2wrong,SumtimeSinceSkill,SumtimeTaken,SumtotalFrAttempted,SumtotalFrPastWrongCount,SumtotalFrPercentPastWrong,SumtotalFrSkillOpportunities,SumtotalFrSkillOpportunitiesByScaffolding,SumtotalFrTimeOnSkill,SumtotalTimeByPercentCorrectForskill,Confused,Concentrating,Bored,Frustrated
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1307,33,1,0,0,1,0,0,0,0,0,1,0,1,35.061,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,1,0,0,0,5,11,0,0,0,291.21,1,0,0,1,0,35.061,169,1,0,1,0,49.791,407.694,1,0,0,1,0,0,0,0,0,1,0,1,35.061,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,1,0,0,0,5,11,0,0,0,291.21,1,0,0,1,0,35.061,169,1,0,1,0,49.791,407.694,1,0,0,1,0,0,0,0,0,1,0,1,35.061,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,1,0,0,0,5,11,0,0,0,291.21,1,0,0,1,0,35.061,169,1,0,1,0,49.791,407.694,1,0,0,1,0,0,0,0,0,1,0,1,35.061,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,1,0,0,0,5,11,0,0,0,291.21,1,0,0,1,0,35.061,169,1,0,1,0,49.791,407.694,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1307,47,2,0,0,1,0,0,0,0,0,2,0,3,36.711,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,0,0,1,0,0,0,33,13,0,0,0,1574.789,1,1,0,0,0,26.835,172,1,0,0,0,0,2290.602182,2,0,0,1,0,0,0,0,0,2,0,3,36.711,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,0,0,1,0,0,0,33,13,0,0,0,1574.789,1,1,0,0,0,26.835,172,1,0,0,0,0,2290.602182,2,0,0,1,0,0,0,0,0,2,0,3,36.711,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,0,0,1,0,0,0,33,13,0,0,0,1574.789,1,1,0,0,0,26.835,172,1,0,0,0,0,2290.602182,2,0,0,1,0,0,0,0,0,2,0,3,36.711,1,0,0,0,0,0,0,0,0,0,0,1,0.6875,0,0,1,0,0,0,33,13,0,0,0,1574.789,1,1,0,0,0,26.835,172,1,0,0,0,0,2290.602182,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1307,61,1,0,0,1,0,0,0,0,0,2,0,2,28.862,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,6,15,0,0,0,365.233,1,0,0,1,2099,28.862,174,2,0.33333334,3,3,130.009,608.7216667,1,0,0,1,0,0,0,0,0,2,0,2,28.862,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,6,15,0,0,0,365.233,1,0,0,1,2099,28.862,174,2,0.33333334,3,3,130.009,608.7216667,1,0,0,1,0,0,0,0,0,2,0,2,28.862,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,6,15,0,0,0,365.233,1,0,0,1,2099,28.862,174,2,0.33333334,3,3,130.009,608.7216667,1,0,0,1,0,0,0,0,0,2,0,2,28.862,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,6,15,0,0,0,365.233,1,0,0,1,2099,28.862,174,2,0.33333334,3,3,130.009,608.7216667,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1308,89,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.611111112,0,0,1,0,0,0,10,22.5,0,21.19993452,47.65762649,654.59,0,1,0,0,2913,110.866,178.5,1.5,0.16666667,6,0,190.664,1079.29455,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0,0,0,10,23,0,21.37950793,50.77953343,659.783,0,1,0,0,2913,110.866,179,3,0.33333334,6,0,190.664,1168.9146,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.555555556,0,0,1,0,0,0,10,22,0,21.0203611,44.53571955,649.397,0,1,0,0,2913,110.866,178,0,0,6,0,190.664,989.6745,2,0,0,2,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1.222222223,0,0,2,0,0,0,20,45,0,42.39986903,95.31525298,1309.18,0,2,0,0,5826,221.732,357,3,0.33333334,12,0,381.328,2158.5891,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1309,145,1,0,3.333333333,0,0,0,0,1,0,1,0,1,20.836,0,0,0,0,0,0,0,0,0,0,0,0,0.352564103,0,0,1,0,0,0,4.666666667,34,0,0,0,496.9073333,0.333333333,0,0,0.333333333,1869,20.836,185.6666667,1,0,1,0,134.938,1371.234,1,0,10,0,0,0,0,1,0,1,0,1,20.836,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,9,35,0,0,0,749.375,1,0,0,1,1869,20.836,186,1,0,1,0,134.938,1518.556,1,0,0,0,0,0,0,1,0,1,0,1,20.836,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,1,33,0,0,0,274.099,0,0,0,0,1869,20.836,185,1,0,1,0,134.938,1096.396,3,0,10,0,0,0,0,3,0,3,0,3,62.508,0,0,0,0,0,0,0,0,0,0,0,0,1.057692308,0,0,3,0,0,0,14,102,0,0,0,1490.722,1,0,0,1,5607,62.508,557,3,0,3,0,404.814,4113.702,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1310,173,1,0,0,1,0,0,0,0,0,3,0,4,37.973,1,0,0,0,0,0,0,0,0,0,0,0,0.693877551,0,1,0,0,0,0,34,43,0,0,0,1612.762,1,0,0,1,0,37.973,192,1,1,1,1,36.711,2324.274647,1,0,0,1,0,0,0,0,0,3,0,4,37.973,1,0,0,0,0,0,0,0,0,0,0,0,0.693877551,0,1,0,0,0,0,34,43,0,0,0,1612.762,1,0,0,1,0,37.973,192,1,1,1,1,36.711,2324.274647,1,0,0,1,0,0,0,0,0,3,0,4,37.973,1,0,0,0,0,0,0,0,0,0,0,0,0.693877551,0,1,0,0,0,0,34,43,0,0,0,1612.762,1,0,0,1,0,37.973,192,1,1,1,1,36.711,2324.274647,1,0,0,1,0,0,0,0,0,3,0,4,37.973,1,0,0,0,0,0,0,0,0,0,0,0,0.693877551,0,1,0,0,0,0,34,43,0,0,0,1612.762,1,0,0,1,0,37.973,192,1,1,1,1,36.711,2324.274647,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-109984,1311,201,1,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.517902813,0,1,0,0,0,2,10.5,47.5,0,-3.272807151,0,705.978,0,0.5,0,0,0,57.709,196.5,2,0.14285715,7,0,269.202,1345.763471,1,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.565217391,0,1,0,0,0,4,13,48,0,0,0,868.202,0,1,0,0,0,57.709,197,2,0.2857143,7,0,269.202,1536.049692,1,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.470588235,0,1,0,0,0,0,8,47,0,-6.545614302,0,543.754,0,0,0,0,0,57.709,196,2,0,7,0,269.202,1155.47725,2,0,0,2,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1.035805626,0,2,0,0,0,4,21,95,0,-6.545614302,0,1411.956,0,1,0,0,0,115.418,393,4,0.2857143,14,0,538.404,2691.526942,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1312,70,1,0,8,0,0,0,0,0,0,1,0,2,22.405,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0,1,0,0,0,11,14,1,0,0,1494.464,1,0,0,1,2092,22.405,214,1,1,1,0,587.359,2173.765818,1,0,8,0,0,0,0,0,0,1,0,2,22.405,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0,1,0,0,0,11,14,1,0,0,1494.464,1,0,0,1,2092,22.405,214,1,1,1,0,587.359,2173.765818,1,0,8,0,0,0,0,0,0,1,0,2,22.405,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0,1,0,0,0,11,14,1,0,0,1494.464,1,0,0,1,2092,22.405,214,1,1,1,0,587.359,2173.765818,1,0,8,0,0,0,0,0,0,1,0,2,22.405,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0,1,0,0,0,11,14,1,0,0,1494.464,1,0,0,1,2092,22.405,214,1,1,1,0,587.359,2173.765818,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1313,112,3,0,0,1,0,0,0,1,0,1,0,1,8.481,1,0,0,0,0,0,0,0,0,0,0,0,0.294399521,0,0,1,0,0,9.666666667,7.333333333,22,1,0,0,411.3856667,1,1,0,1,0,63.782,221,2,0,1,0,39.261,1456.3795,3,0,0,1,0,0,0,1,0,1,0,1,8.481,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,23,14,23,1,0,0,610.456,1,1,0,1,0,63.782,221,2,0,1,0,39.261,2311.012,3,0,0,1,0,0,0,1,0,1,0,1,8.481,1,0,0,0,0,0,0,0,0,0,0,0,0.264150943,0,0,1,0,0,0,2,21,1,0,0,249.654,1,1,0,1,0,63.782,221,2,0,1,0,39.261,748.962,9,0,0,3,0,0,0,3,0,3,0,3,25.443,3,0,0,0,0,0,0,0,0,0,0,0,0.883198562,0,0,3,0,0,29,22,66,3,0,0,1234.157,3,3,0,3,0,191.346,663,6,0,3,0,117.783,4369.1385,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1313,126,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0,0,0,8,28,1,-2.840791119,9.222600118,815.646,0,0,0,0,0,29.808,223,2,0,1,0,18.332,1223.469,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0,0,0,8,28,1,0,9.222600118,815.646,0,0,0,0,0,29.808,223,2,0,1,0,18.332,1223.469,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0,0,0,8,28,1,-2.840791119,9.222600118,815.646,0,0,0,0,0,29.808,223,2,0,1,0,18.332,1223.469,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0,0,0,8,28,1,-2.840791119,9.222600118,815.646,0,0,0,0,0,29.808,223,2,0,1,0,18.332,1223.469,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1313,140,1,0,0,1,0,0,0,1,0,3,2,4,48.06,3,1,0,0,0,0,0,0,0,0,0,0,0.346153846,0,0,1,0,0,6,9,30,1,0,0,466.575,1,0,0,1,1596,48.06,226,3,0,0,0,0,1347.883333,1,0,0,1,0,0,0,1,0,3,2,4,48.06,3,1,0,0,0,0,0,0,0,0,0,0,0.346153846,0,0,1,0,0,6,9,30,1,0,0,466.575,1,0,0,1,1596,48.06,226,3,0,0,0,0,1347.883333,1,0,0,1,0,0,0,1,0,3,2,4,48.06,3,1,0,0,0,0,0,0,0,0,0,0,0.346153846,0,0,1,0,0,6,9,30,1,0,0,466.575,1,0,0,1,1596,48.06,226,3,0,0,0,0,1347.883333,1,0,0,1,0,0,0,1,0,3,2,4,48.06,3,1,0,0,0,0,0,0,0,0,0,0,0.346153846,0,0,1,0,0,6,9,30,1,0,0,466.575,1,0,0,1,1596,48.06,226,3,0,0,0,0,1347.883333,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1314,168,2,0,0,0.5,0,0,0,0,1,1,1,1,15.24,2.5,0,0,0,0,0,0,0,0,0,0,0,0.595454546,0,0,1,0,0,0,12.5,36.5,1,0,0,1057.993,0.5,0,0,0.5,0,14.793,232.5,3.5,0.14285715,7,3.5,215.263,1776.990462,3,0,0,1,0,0,0,0,1,1,1,1,15.24,3,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,13,37,1,0,0,1066.166,1,0,0,1,0,15.24,233,4,0.14285715,7,3.5,215.263,1804.280923,1,0,0,0,0,0,0,0,1,1,1,1,15.24,2,0,0,0,0,0,0,0,0,0,0,0,0.590909091,0,0,1,0,0,0,12,36,1,0,0,1049.82,0,0,0,0,0,14.346,232,3,0.14285715,7,3.5,215.263,1749.7,4,0,0,1,0,0,0,0,2,2,2,2,30.48,5,0,0,0,0,0,0,0,0,0,0,0,1.190909091,0,0,2,0,0,0,25,73,2,0,0,2115.986,1,0,0,1,0,29.586,465,7,0.2857143,14,7,430.526,3553.980923,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110197,1315,196,2,0,0,1,0,0,0,1,0,2,0,3,28.087,3,0,0,0,0,0,0,0,0,0,0,0,0.404958678,0,0,1,0,0,30,49,44,1,0,0,1383.928,0,1,0,0,0,4.133,241,2,0,2,1,31.054,3417.454857,2,0,0,1,0,0,0,1,0,2,0,3,28.087,3,0,0,0,0,0,0,0,0,0,0,0,0.404958678,0,0,1,0,0,30,49,44,1,0,0,1383.928,0,1,0,0,0,4.133,241,2,0,2,1,31.054,3417.454857,2,0,0,1,0,0,0,1,0,2,0,3,28.087,3,0,0,0,0,0,0,0,0,0,0,0,0.404958678,0,0,1,0,0,30,49,44,1,0,0,1383.928,0,1,0,0,0,4.133,241,2,0,2,1,31.054,3417.454857,2,0,0,1,0,0,0,1,0,2,0,3,28.087,3,0,0,0,0,0,0,0,0,0,0,0,0.404958678,0,0,1,0,0,30,49,44,1,0,0,1383.928,0,1,0,0,0,4.133,241,2,0,2,1,31.054,3417.454857,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-110283,1316,178,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.529411765,0,1,0,0,0,0,9,39,0,0,0,606.842,0,0,0,0,0,42.771,155,1,0,3,0,167.725,1146.257111,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.529411765,0,1,0,0,0,0,9,39,0,0,0,606.842,0,0,0,0,0,42.771,155,1,0,3,0,167.725,1146.257111,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.529411765,0,1,0,0,0,0,9,39,0,0,0,606.842,0,0,0,0,0,42.771,155,1,0,3,0,167.725,1146.257111,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.529411765,0,1,0,0,0,0,9,39,0,0,0,606.842,0,0,0,0,0,42.771,155,1,0,3,0,167.725,1146.257111,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-122972,1317,3,1,0,0,1,0,0,0,0,0,2,2,3,5.1,2,1,0,0,0,0,0,0,0,0,0,0,0.465116279,0,0,1,0,0,13,20,6,1,-2.93844205,0,1255.069,0,1,0,0,0,5.1,157,2,0.6666667,3,1.5,70.89,2698.39835,1,0,0,1,0,0,0,0,0,2,2,3,5.1,2,1,0,0,0,0,0,0,0,0,0,0,0.465116279,0,0,1,0,0,13,20,6,1,0,0,1255.069,0,1,0,0,0,5.1,157,2,0.6666667,3,1.5,70.89,2698.39835,1,0,0,1,0,0,0,0,0,2,2,3,5.1,2,1,0,0,0,0,0,0,0,0,0,0,0.465116279,0,0,1,0,0,13,20,6,1,-2.93844205,0,1255.069,0,1,0,0,0,5.1,157,2,0.6666667,3,1.5,70.89,2698.39835,1,0,0,1,0,0,0,0,0,2,2,3,5.1,2,1,0,0,0,0,0,0,0,0,0,0,0.465116279,0,0,1,0,0,13,20,6,1,-2.93844205,0,1255.069,0,1,0,0,0,5.1,157,2,0.6666667,3,1.5,70.89,2698.39835,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-122972,1318,59,1,0,0,1,0,0,0,0,0,1.333333333,0,1.333333333,5.234666667,3.666666667,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.503072197,0,0.666666667,0.333333333,0,0,8.333333333,23.33333333,27,1,1.580779686,-2.019900063,1101.68,0,0.666666667,0,0,0,15.53533333,180,4,0.341269857,5.666666667,0.424242433,141.72666,2095.052914,1,0,0,1,0,0,0,0,0,2,0,2,15.704,11,0,0,0,0,0,0,0,0,0,1,1,0.612903226,0,1,1,0,0,18,38,28,1,2.747183621,0,1619.114,0,1,0,0,0,15.704,181,5,0.6666667,14,1.2727273,251.77498,3177.108759,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,3,26,1,-0.397134036,-3.925410319,199.859,0,0,0,0,0,15.451,179,2,0,0,0,0,466.3376667,3,0,0,3,0,0,0,0,0,4,0,4,15.704,11,0,0,0,0,0,0,0,0,0,2,1,1.50921659,0,2,1,0,0,25,70,81,3,4.742339059,-6.059700189,3305.04,0,2,0,0,0,46.606,540,12,1.02380957,17,1.2727273,425.17998,6285.158742,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-122972,1319,87,1,0,1,0,0.5,0,0,0,0,1.5,0,1.5,14.7115,0,0,0,0,0,0,0,0,0,0,1,0.5,0.35,0,0,1,0,0,0,1,30,1,0,0,139.626,0.5,0,0,0.5,0,93.926,183.5,0,0,0,0,0,557.232,1,0,2,0,1,0,0,0,0,2,0,2,29.423,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,1,0,0,0,1,30,1,0,0,185.32,1,0,0,1,0,93.926,184,0,0,0,0,0,926.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,30,1,0,0,93.932,0,0,0,0,0,93.926,183,0,0,0,0,0,187.864,2,0,2,0,1,0,0,0,0,3,0,3,29.423,0,0,0,0,0,0,0,0,0,0,2,1,0.7,0,0,2,0,0,0,2,60,2,0,0,279.252,1,0,0,1,0,187.852,367,0,0,0,0,0,1114.464,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-122972,1320,115,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.602941177,0,0,1,0,0,0,7.5,35,1,0,0,352.159,0.5,0,0,0.5,1797,75.505,188.5,0.5,0,2,0,85.847,573.35675,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.705882353,0,0,1,0,0,0,12,35,1,0,0,449.01,1,0,0,1,1797,75.505,189,1,0,2,0,85.847,636.0975,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0,0,0,3,35,1,0,0,255.308,0,0,0,0,1797,75.505,188,0,0,2,0,85.847,510.616,2,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1.205882353,0,0,2,0,0,0,15,70,2,0,0,704.318,1,0,0,1,3594,151.01,377,1,0,4,0,171.694,1146.7135,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-122972,1321,199,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.588235294,0,1,0,0,0,0,10,59,1,-2.67209422,-4.995573526,579.027,0,1,0,0,0,23.606,203,4,0.33333334,6,0,220.815,984.3459,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.588235294,0,1,0,0,0,0,10,59,1,0,0,579.027,0,1,0,0,0,23.606,203,4,0.33333334,6,0,220.815,984.3459,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.588235294,0,1,0,0,0,0,10,59,1,-2.67209422,-4.995573526,579.027,0,1,0,0,0,23.606,203,4,0.33333334,6,0,220.815,984.3459,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.588235294,0,1,0,0,0,0,10,59,1,-2.67209422,-4.995573526,579.027,0,1,0,0,0,23.606,203,4,0.33333334,6,0,220.815,984.3459,0,1,0,0
lisa-mathassistments-period_seven-04.24.2012_at_08:08:33-98088,1322,46,2,0.333333333,0.333333333,0,0,0.333333333,0.666666667,0.333333333,1.333333333,1,2,1.333333333,2.995666667,0.666666667,0,0,0,0.333333333,0,0,0.333333333,1.333333333,1.333333333,0.666666667,1,0.217320262,0,0,1,0.666666667,0,8.333333333,3.666666667,26.33333333,1,0,0,220.1506667,0.333333333,0,0,0,0,16.97766667,237.3333333,1,0,3.666666667,1.166666667,81.48867333,989.90175,4,1,1,0,0,1,1,1,2,1,4,2,4.524,2,0,0,0,1,0,0,1,4,4,1,1,0.25,0,0,1,1,0,18,8,27,1,0,0,467.997,1,0,0,0,0,24.771,239,3,0,9,2,218.27902,1988.98725,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,0,0,1,0,0,0,1,26,1,0,0,87.006,0,0,0,0,0,1.391,236,0,0,0,0,0,348.024,6,1,1,0,0,1,2,1,4,3,6,4,8.987,2,0,0,0,1,0,0,1,4,4,2,3,0.651960785,0,0,3,2,0,25,11,79,3,0,0,660.452,1,0,0,0,0,50.933,712,3,0,11,3.5,244.46602,2969.70525,0,1,0,0
